Department Name,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
"
	AGED - Agricultural Education
",AGED 563,History and Philosophy of Agricultural and Extension Education,"This course will review the development and growth of land-grant universities, agricultural experiment stations, the cooperative extension system, secondary and post-secondary agricultural programs, and the 4-H and FFA youth development organizations. Participants will conduct historical research and prepare a historical research manuscript for publication.",Graduate,FALSE,2017-2018,"['agri', 'land']"
"
	AGED - Agricultural Education
",AGED 564,Curriculum Development in Agricultural Education,"Design and development of data based curriculum and curriculum evaluation procedures in agricultural and extension education. Critique of curriculum development models, contemporary trends and issues, curriculum resources and accountability tools. Analysis of the use of national and state standards as well as local community needs in curriculum development",Graduate,FALSE,2017-2018,['agri']
"
	AGED - Agricultural Education
",AGED 565,Program Planning and Evaluation in Agricultural Education,"This course is designed to develop an understanding of Program Planning and Evaluation relevant to secondary agricultural education. Theories of program planning, evaluation principles, models, and procedures used in developing and analyzing agricultural education programs, conducting needs assessments, and the marketing of outcomes to major stake-holders",Graduate,FALSE,2017-2018,['agri']
"
	AGED - Agricultural Education
",AGED 566,Advanced Philosophies of Teaching & Learning in Agricultural Education,"Foundations and theories of teaching and learning with emphasis on applications in the secondary agricultural education classroom. Emphasis will be placed upon behavioral, social cognitive, cognitive, information processing, brain-based, constructivist, developmental, motivational, and transformational theories as they apply in contemporary agricultural education settings. Advanced teaching methods and pedagogies based on researched best-practices.",Graduate,FALSE,2017-2018,['agri']
"
	ANTH - Anthropology
",ANTH 220,Peoples of the World,"Gen Ed: Social Science, International Societies of Eurasia, Africa, Americas, Australia, and islands of the Pacific.",Undergraduate,FALSE,2017-2018,['land']
"
	ARCH - Architecture
",ARCH 151,Introduction to the Built Environment,"May not be taken for credit after LArc 151. Introduction to the complexities and wonders of the built environment, and the role of the humanities in successful designs. From the regional landscapes to urban design and architecture, to the intimacy of interiors and dwellings, to place making and space making, student perspectives are broadened on how the built environment is shaped by and contributes to an evolving human story. The built environment is also examined as a product of a multitude of forces that include: place, climate, conservation, culture, economics, beliefs, and aspirations for well-being.",Undergraduate,FALSE,2017-2018,['land']
"
	ASM - Agricultural Systems Mgt
",ASM 105,Survey of Agricultural Mechanics,"This course is designed to introduce the student to the principles of technology in agriculture. It includes the development of knowledge and skills pertaining to agricultural mechanics, welding, power technology, electricity, and structures. It will provide introductory learning experiences for students in the areas of agricultural systems management.",Undergraduate,FALSE,2017-2018,['agri']
"
	ASM - Agricultural Systems Mgt
",ASM 112,Introduction to Agricultural Systems Management,"Application of basic engineering principles to solving problems dealing with farm machinery, buildings, processing, irrigation, and energy use. Recommended Preparation: high school algebra.",Undergraduate,FALSE,2017-2018,"['farm', ' irrigat']"
"
	ASM - Agricultural Systems Mgt
",ASM 202,Agricultural Shop Practices,"Primarily for agricultural mechanization and agricultural education students. Operation, use, and care of shop tools and equipment. One lec and one 3-hr lab a wk.",Undergraduate,TRUE,2017-2018,['agri']
"
	ASM - Agricultural Systems Mgt
",ASM 305,GPS and Precision Agriculture," This course will cover the fundamentals of global positioning, yield monitors, and variable rate applications. Instrumentation used in agriculture, environmental science, and industry will be discussed. Two Lec. and one 3-hr lab a wk. Cooperative: open to WSU degree-seeking students.",Undergraduate,TRUE,2017-2018,['agri']
"
	ASM - Agricultural Systems Mgt
",ASM 315,Irrigation Systems and Water Management,"Irrigation methods, irrigation management, water rights, conveyance and measurement, pumps, soil-water-plant relationships, and drainage. Two lec and one 3-hr lab a wk. Cooperative: open to WSU degree-seeking students. Prereq: Soil 205, Math 108, 143, 160 or 170 or Permission",Undergraduate,TRUE,2017-2018,"[' irrigat', ' soil']"
"
	ASM - Agricultural Systems Mgt
",ASM 409,"Agricultural Tractors, Power Units and Machinery Management"," This course focuses on the selection, operation, adjustment, and servicing of farm tractors and power units. Fuels, lubrication, cooling, and electrical systems will also be covered. Machinery operation, power transmission systems, hitching, traction, and safety are also discussed. The course will conclude with discussions on depreciation and machinery replacement. Three 1-hr lec and one 3-hr lab a week.",Undergraduate,TRUE,2017-2018,"['farm', ' tractor']"
"
	ASM - Agricultural Systems Mgt
",ASM 433,Agricultural Processing Systems," Grain cleaning, mixing, and drying; materials handling, heat transfer, pumps, fans, refrigeration, and instrumentation. Two lec and one 3-hr lab a wk; one 1-day field trip. Recommended Preparation: Math 160.",Undergraduate,TRUE,2017-2018,[' refrigerat']
"
	AVS - Animal and Veterinary Science
",AVS 105,Survey of the Science of Livestock Production and Management,"This course is designed to introduce the student to the principles of animal production and management through knowledge and skills pertaining to nutrition, reproduction, diseases, breeding, genetics, anatomy, and physiology in livestock. Course will be offered for 1 credit in the Fall and 2 in the Spring.",Undergraduate,FALSE,2017-2018,"[' animal', 'breed', ' nutri']"
"
	AVS - Animal and Veterinary Science
",AVS 109,The Science of Animals that Serve Humanity,"Role of animal agriculture in providing food, work, and pleasure for mankind; intro to animal genetics, physiology, endocrinology, nutrition, and other disciplines essential for an understanding of the contributions of animals in the expanding human population.",Undergraduate,FALSE,2017-2018,"['agri', ' animal', 'food', ' nutri']"
"
	AVS - Animal and Veterinary Science
",AVS 110,Science of Animal Husbandry,Fundamental concepts of animal husbandry and its foundation in the science of animal production; introduction to the technical subject matter of animal production. Prereq: AVS 109,Undergraduate,FALSE,2017-2018,"[' animal', ' husbandry ']"
"
	AVS - Animal and Veterinary Science
",AVS 172,Principles and Practices of Dairy Science,"An overview of the dairy industry and the science of producing milk and reproduction, udder health and mastitis, milk marketing, and dairy product quality and safety; approved management practices for dairy enterprise.",Undergraduate,FALSE,2017-2018,"[' dairy ', 'management practice', ' milk ']"
"
	AVS - Animal and Veterinary Science
",AVS 222,Animal Reproduction and Breeding,"Provides fundamental information about reproduction, lactation, and breeding of domestic animals; topics include functional anatomy, basic physiology, and endocrinology relating to reproduction and lactation; animal breeding involves the mathematical and conceptual framework of genetic evaluation.",Undergraduate,FALSE,2017-2018,"[' animal', 'breed', ' lactat']"
"
	AVS - Animal and Veterinary Science
",AVS 263,Live Animal and Carcass Evaluation,"Evaluation and selection of cattle, sheep, and swine for herd replacement; evaluation of market animals; carcass evaluation and grading, slaughter procedures, and factors that affect quality and quantity of meat; visual and objective appraisals. One lec and two 3-hr lab a wk; four 1-day and four 1/2-day field trips or equiv time. Cooperative: open to WSU degree-seeking students.",Undergraduate,TRUE,2017-2018,"[' animal', ' carcass', ' cattle', ' meat', ' slaughter', ' swine']"
"
	AVS - Animal and Veterinary Science
",AVS 268,Companion Animal Diseases,"Principles of disease resistance, transmission, and prevention; clinical signs, pathogenesis, and control of major diseases in companion animals. Recommended preparation: AVS 222 or equivalent. Prereq: AVS 109",Undergraduate,FALSE,2017-2018,[' animal']
"
	AVS - Animal and Veterinary Science
",AVS 274,Beef Feedlot Systems,"Overview of feeding management, feed milling and batching, animal health, and economics of the commercial cattle feeding business. Prereq: AVS 109 Coreq: AVS 209",Undergraduate,FALSE,2017-2018,"[' animal', ' cattle', ' feed ', ' feeding ']"
"
	AVS - Animal and Veterinary Science
",AVS 305,Animal Nutrition,Introduction of the concepts and principles of animal nutrition; fundamentals of nutrients and their digestion and metabolism; various biochemical pathways and processes for nutrient utilization; nutrition fundamentals for a range of monogastric and ruminant animals. Recommended Preparation: Biol 115 and Chem 111. Cooperative: open to WSU degree-seeking students. Prereq: AVS 109,Undergraduate,FALSE,2017-2018,"[' animal', 'digestion', ' metaboli', ' nutri', ' rumina']"
"
	AVS - Animal and Veterinary Science
",AVS 306,Feeds and Ration Formulation,Application of principles of nutrition to ration formulation for poultry and livestock; evaluating feedstuffs for use in ration formulation. Three lec and one 2-hr lab a wk. Recommended Preparation: AVS 305. Cooperative: open to WSU degree-seeking students.,Undergraduate,TRUE,2017-2018,"[' nutri', ' poultry ']"
"
	AVS - Animal and Veterinary Science
",AVS 330,Genetics of Livestock Improvement,Genetic principles applied to breeding of farm animals. This is a cooperative course available to WSU degree-seeking students. Prereq: AVS 109,Undergraduate,TRUE,2017-2018,"[' animal', 'breed', 'farm']"
"
	AVS - Animal and Veterinary Science
",AVS 363,Animal Products for Human Consumption,"Same as FS 363. The meat, dairy, and egg industries, including product produced, processed, safety (HACCP), nutrition, distribution, quality, quantity, palatability, health, cooking, home storage, and consumer concerns. Special clothing and equipment required. Three lecture credits and one 3-hour lab per week. Recommended Preparation: Biol 115. Cooperative: open to WSU degree-seeking students.",Undergraduate,TRUE,2017-2018,"[' egg', ' meat', ' nutri', ' palatab']"
"
	AVS - Animal and Veterinary Science
",AVS 371,Anatomy and Physiology,Structure and function of tissues and organ systems of domestic and wild animals. Prereq: Biol 115,Undergraduate,FALSE,2017-2018,[' animal']
"
	AVS - Animal and Veterinary Science
",AVS 398,Internship,"Cooperative programs with producers, allied industry and food processing industries within the state. Graded P/F. Prereq: Permission",Undergraduate,FALSE,2017-2018,['food']
"
	AVS - Animal and Veterinary Science
",AVS 452,Physiology of Reproduction,"Physiology of reproduction; growth, structure, development, endocrinology, and control of reproductive function with emphasis on farm animals. Three lec and one 2-hr lab a wk. Cooperative: open to WSU degree-seeking students. Prereq: AVS 109 and Biol 115 or equivalent",Undergraduate,TRUE,2017-2018,"[' animal', 'farm']"
"
	AVS - Animal and Veterinary Science
",AVS 466,Equine Science and Management,"Study of the industry as well as basic principles of equine science and management, including conformation and selection, anatomy, form to function, nutrition and feeding, behavior, health, reproduction, marketing, facilities and business management. Two lec, and one 2-hr lab a wk. Cooperative: open to WSU degree-seeking students. Prereq: Junior standing and AVS 222, AVS 371 and AVS 305 or Permission ",Undergraduate,TRUE,2017-2018,[' nutri']
"
	AVS - Animal and Veterinary Science
",AVS 468,Companion Animal Biology & Management,"Application of the principles of reproduction, nutrition, genetics, health, and economics to the production and management of companion animals - dogs, cats, birds, small mammals, and fish. Three 1-hr lec per week. (Fall only)",Undergraduate,FALSE,2017-2018,"[' animal', ' fish', ' nutri']"
"
	AVS - Animal and Veterinary Science
",AVS 471,Animal Disease Management,"Principles of immunity and disease resistance, transmission, and prevention; clinical signs, pathogenesis, and control of major diseases of economic importance in domestic animals. Prereq: Junior standing",Undergraduate,FALSE,2017-2018,[' animal']
"
	AVS - Animal and Veterinary Science
",AVS 472,Dairy Cattle Management,"Establishing a dairy farm, housing and managing large dairy herds, selection of breeding cattle, and marketing quality milk. One 4-day field trip. Recommended Preparation: AVS 222 or equiv. Cooperative: open to WSU degree-seeking students. Prereq: AVS 109 Coreq: AVS 305",Undergraduate,FALSE,2017-2018,"['breed', ' cattle', ' dairy ', 'farm']"
"
	AVS - Animal and Veterinary Science
",AVS 474,Beef Cattle Science,"Breeding, feeding, and management; commercial and purebred enterprises; management of beef cattle on ranges, pasture, and in the feedlot. One 1-day field trip. Recommended Preparation: AVS 222 or equiv. Cooperative: open to WSU degree-seeking students. Prereq: AVS 109 Coreq: AVS 305",Undergraduate,FALSE,2017-2018,"[' beef', ' cattle', ' pasture']"
"
	AVS - Animal and Veterinary Science
",AVS 475,Advanced Dairy Management,Application of concepts of dairy cattle management to practical situations. One lec and 1-2 hrs of lab a wk. Recommended Preparation: AVS 472. Cooperative: open to WSU degree-seeking students. Prereq: AVS 305 Coreq: AVS 306 or AVS 411,Undergraduate,TRUE,2017-2018,"[' cattle', ' dairy ']"
"
	AVS - Animal and Veterinary Science
",AVS 476,Sheep Science,"Application of principles of genetics, reproduction, nutrition, health, and marketing to the management of commercial and purebred sheep; new developments related to sheep industry; production, evaluation, and use of wool. Two lec and one 2-hr lab a wk; one 1-day field trip or equiv time. Recommended Preparation: AVS 222 or equivalent. Prereq: 109",Undergraduate,TRUE,2017-2018,"[' nutri', ' sheep ', ' wool']"
"
	AVS - Animal and Veterinary Science
",AVS 517,Macronutrient Metabolism,"Upon completion of this class students will be familiarized with many aspects of digestion, absorption and metabolism of macronutrients in a detailed level. The emphasis will be on interrelationship and regulation of macronutrients utilization at cellular and organ levels. It is assumed that graduate students have a good knowledge of physiology and biochemistry. Pertinent research manuscripts will be discussed in a round-table fashion. Prereq: AVS 305, or AVS 411, or similar course",Graduate,FALSE,2017-2018,"['digestion', ' macronutrient', ' metaboli']"
"
	BE - Biological Engineering
",BE 459,Irrigation System Design,"Crop water requirements, irrigation scheduling and water management, selection and design of irrigation systems, pump selection. Two lec and one 3-hr lab a wk; one 1-day field trip. Prereq: Engr 335",Undergraduate,TRUE,2017-2018,[' irrigat']
"
	BE - Biological Engineering
",BE 478,Engineering Design I,"Gen Ed: Senior Experience The capstone design sequence for biological and agricultural engineering majors. Course topics include research, design, experimental methods, specifications, prototyping, and verification; report writing, documentation and oral presentations. Topics, from industrial sponsorship, are considered in the context of a major design project involving a team of students. Projects incorporate realistic engineering constraints including environmental concerns, sustainability, ethical, safety, manufacturability, social and political considerations. Prereq: BE 242, Engr 320, Engr 335, and Engr 350",Undergraduate,FALSE,2017-2018,['agri']
"
	BE - Biological Engineering
",BE 479,Engineering Design II,"Gen Ed: Senior Experience Continuation of the capstone design sequence for biological and agricultural engineering majors. Course topics include research, design, experimental methods, specifications, prototyping, and verification; report writing, documentation and oral presentations. Topics, from industrial sponsorship, are considered in the context of a major design project involving a team of students. Projects incorporate realistic engineering constraints including environmental concerns, sustainability, ethical, safety, manufacturability, social and political considerations Prereq: BE 478",Undergraduate,FALSE,2017-2018,['agri']
"
	BE - Biological Engineering
",BE 551,Advanced Hydrology,"Principles of the hydrologic cycle including precipitation, lower atmosphere, evaporation, fluid mechanics of free surface flow, overland flow, stream flow routing, water transport in porous media, infiltration, groundwater outflow and base flow, stream flow generation, and elements of frequency analysis in hydrology. Prereq: BE 335; or BE 450 and Math 310; or Permission",Graduate,FALSE,2017-2018,"[' groundwater ', 'hydrologic cycle', 'land']"
"
	BIOL - Biology
",BIOL 114,Organisms and Environments,"Gen Ed: Natural and Applied Sciences The evolution of diversity, the biology of plants and animals, and their environments. Three lec and one 3-hr lab a wk.",Undergraduate,TRUE,2017-2018,[' animal']
"
	CE - Civil Engineering
",CE 211,Engineering Surveying," Theory of measurements, basic equations for survey computations, types of distribution of errors, topographical and land surveying introduction to geographic information systems and global positioning systems, coordinate geometry and coordinate transformations, site engineering projects using land development software, application of surveying methods to construction; site engineering, and civil engineering projects surveying instruments. Two lec and one 3-hr lab a week; periodic field data collection and one or two field trips. Prereq: Math 143 or Math 170 or Math 175, and Engr 105. A minimum grade of 'C' or better is required for all pre/coreqs.",Undergraduate,TRUE,2017-2018,['land']
"
	CE - Civil Engineering
",CE 330,Fundamentals of Environmental Engineering,"Principles of engineered environmental systems, including physical, chemical, and microbiological processes; types and effects of pollutants; regulations; treatment of water, wastewater, sludges, and solid waste; control of air and agricultural pollution. Two lec and one 3-hour lab a wk. Prereq: Engr 335, Chem 111, CE 215 and Math 310. A minimum grade of 'C' or better is required for all pre/coreqs.",Undergraduate,TRUE,2017-2018,['agri']
"
	CE - Civil Engineering
",CE 460,Geotechnical Engineering Design,"Applications of soil mechanics in design of shallow and deep foundations, earth retaining structures, excavations, and soil exploration. Prereq: CE 360; and CE 441 or CE 444; or Permission. A minimum grade of 'C' or better is required for all pre/coreqs.",Undergraduate,FALSE,2017-2018,[' soil']
"
	CE - Civil Engineering
",CE 534,Environmental Engineering Unit Processes,"Aeration system design, biological oxidations, growth kinetics, process design of suspended growth and fixed film aerobic and anaerobic systems, biological nutrient removal, land treatment systems. Cooperative: open to WSU degree-seeking students. Prereq: CE 431 or Permission. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,FALSE,2017-2018,"['land', ' nutri']"
"
	CE - Civil Engineering
",CE 546,Finite Element Analysis,"Same as ME 549. Formulation of theory from basic consideration of mechanics; applications to structural engineering, solid mechanics, soil and rock mechanics; fluid flow. Cooperative: open to WSU degree-seeking students. Prereq: ME 341 or CE 342. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,FALSE,2017-2018,[' soil']
"
	CE - Civil Engineering
",CE 556,Properties of Highway Pavement Materials,"Physical and mechanical properties of asphalt and Portland cement concrete materials; design of asphalt concrete mixes; introduction to viscoelastic theory; characterization methods, emphasizing fatigue, rutting and thermal cracking; modification and upgrading techniques. Three 1-hr lec a wk and variable number of lab hrs for demonstration. Cooperative: open to WSU degree-seeking students. Prereq: CE 357 or Equivalent, or Permission. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,TRUE,2017-2018,['land']
"
	CE - Civil Engineering
",CE 561,Engineering Properties of Soils," Physical properties, compressibility and consolidation, shear strength, compaction, saturated and unsaturated soils, laboratory and field methods of measurement, relations of physical and engineering properties, introduction to critical-state soil mechanics. Cooperative: open to WSU degree-seeking students. Prereq: CE 360. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,TRUE,2017-2018,[' soil']
"
	CE - Civil Engineering
",CE 566,Geotechnical Earthquake Engineering,"Faulting and seismicity; site response analysis; probabilistic seismic hazard assessment; dynamic soil properties; influence of soil on ground shaking; response spectra; soil liquefaction; seismic earth pressures; seismic slope stability; earthquake resistant design. Cooperative: open to WSU degree-seeking students. Prereq: CE 360 or Equivalent, or Permission. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,FALSE,2017-2018,[' soil']
"
	CE - Civil Engineering
",CE 575,Advanced Pavement Design and Analysis,"Design of new and rehabilitated asphalt and Portland cement concrete pavements; mechanistic-empirical design procedures; performance models; deflection-based structural analysis, overlay design, environmental effects; long-term pavement performance (LTPP), and introduction to research topics in pavement engineering. Cooperative: open to WSU degree-seeking students. Prereq: CE 475 or Equivalent, or Permission. A minimum grade of 'C' or better is required for all pre/coreqs.",Graduate,FALSE,2017-2018,['land']
"
	CHE - Chemical Engineering
",CHE 330,Separation Processes I,"Equilibrium stagewise operations, including distillation, extraction, absorption. Prereq: ChE 326, Chem 305",Undergraduate,FALSE,2017-2018,[' distill']
"
	CHE - Chemical Engineering
",CHE 480,Engineering Risk Assessment for Hazardous Waste Evaluations,"Quantitative and qualitative approaches to assessing risks to public health and environment from chemical contaminants; toxicology, exposure assessment, risk characterization, and environmental modeling; critical reviews of specific toxins and actual waste site studies.  Additional projects/assignments reqd for grad cr.  Recommended Preparation:  BIOL 100 or BIOL 201, STAT 301, and CHE 470. ",Undergraduate,FALSE,2017-2018,[' contaminant']
"
	CS - Computer Science
",CS 270,System Software,Programming productivity tools such as make. Debugging tools. Linking and loading. Shell programming and scripting languages. Process management and interprocess communication. Exception handling. Network concepts and network programming. Prereq: CS 121,Undergraduate,FALSE,2017-2018,[' productivity ']
"
	ECE - Electrical & Computer Engr
",ECE 240,Digital Logic,"Number systems, truth tables, logic gates, flip-flops, combinational and synchronous sequential circuits; intro to digital systems and basic microprocessor architecture; certification exam not reqd. Prereq: Phys 212/212L Coreq: ECE 241",Undergraduate,FALSE,2017-2018,['crop']
"
	ECE - Electrical & Computer Engr
",ECE 340,Microcontrollers,"Introduction to use of embedded microcontrollers and microprocessors; processor architecture; assembly language programming; use of development systems and/or emulators for system testing and debugging; software and hardware considerations of processor interfacing for I/O and memory expansion; programmed and interrupt driven I/O techniques. Three lec a wk. Prereq: ECE 212, ECE 213, ECE 240, ECE 241, and CS 112 or CS 120 Coreq: ECE 341",Undergraduate,FALSE,2017-2018,['crop']
"
	ECON - Economics
",ECON 447,International Development Economics," Gen Ed: International Same as AgEc 447 and LAS 447. Characteristics of development; historical perspective; macroeconomic theories and policies: models of growth, poverty, inequality, trade, aid and debt; microeconomic theories and policy: health, nutrition and education, agriculture, rural markets for land, labor and credit, and corruption Prereq: Econ 201 and Econ 202; or Econ 272; or Permission",Undergraduate,TRUE,2017-2018,"['agri', 'land', ' nutri', ' rural ']"
"
	EDCI - Ed-Curriculum & Instruction
",EDCI 520,Critical Issues in Education,This course helps students understand contemporary policy trends and research that are helping to shape the American educational landscape and encourages them to reflect on the meaning of education and schooling in a diverse society and to examine the moral and ethical responsibilities of teaching in a democracy.,Graduate,FALSE,2017-2018,['land']
"
	EDCI - Ed-Curriculum & Instruction
",EDCI 558,Writing Institute:  NW Inland Writing Project,"Theory, research, and practice of kindergarten through college writing instruction including prewriting, drafting, revising, editing, publishing, grammar, mechanics, writing across the curriculum, error analysis, writing to learn; focus on writing for a variety of audiences and purposes (transactional, poetic, expressive); develops participant's own writing ability and ability to present in-service workshops for school districts. Four lec and four hrs of lab a wk. Prereq: Engl 401 or EDCI 322 or Equivalent or Permission",Graduate,TRUE,2017-2018,['land']
"
	ENGL - English
",ENGL 473,American Regional Literature," Studies in the distinctive qualities of literature from various U.S. regions, such as the West, the Northwest, the South, the Midwest, and New England. Prereq: Engl 102 Prereq or Coreq: Engl 175 or Engl 257 or Engl 258 ",Undergraduate,FALSE,2017-2018,['land']
"
	ENT - Entomology
",ENT 322,General and Applied Entomology," Identification, biology, and importance of insects and related arthropods to humans and agriculture; basic principles of arthropod pest management. Three lec and one 3-hr lab a wk.",Undergraduate,TRUE,2017-2018,"['agri', ' pest']"
"
	ENT - Entomology
",ENT 469,Introduction to Forest Insects,in natural and managed forest systems. Interactions of arthropods with other agents of forest disturbance (fire and fungi). Identification of some common arthropod pests of Rocky Mountain forests. Prereq: For 221 or REM 221,Undergraduate,FALSE,2017-2018,"['fungi', ' pest']"
"
	FCS - Family and Consumer Sciences
",FCS 205,Concepts in Human Nutrition,Nutrition principles with their application to nutrition in life cycle; nutrition problems and controversies such as weight control and nutrition for athletes; individual computerized study of student's dietary intake.,Undergraduate,FALSE,2017-2018,"[' diet', ' nutri']"
"
	FCS - Family and Consumer Sciences
",FCS 435,Feeding Young Children in Group Settings,"This course increases awareness concerning the best practices in feeding young children. Practical, hands-on activities and assignments are included in the course through videotapes and the course website, www.aee.uidaho.edu/feeding.",Undergraduate,FALSE,2017-2018,[' feeding ']
"
	FCS - Family and Consumer Sciences
",FCS 475,Food Preservation,"Online course explores foodborne illness, food safety and food science behind high quality, shelf-stable home preserved foods; topics include water bath canning, pressure canning, pickling, freezing and drying. Real-time chat Thursdays at 1:00 PDT.",Undergraduate,FALSE,2017-2018,"['food', 'freez']"
"
	FCS - Family and Consumer Sciences
",FCS 476,Textile Structures,"This studio course gives students the opportunity to experiment with fiber-based fabrications. These may include woven, knitted, felted, laced, and knotted fabrications dependent on current industry trends. May include embellishment and surface design depending on the fabrication and industry trends. Service learning completes the final project. Prereq: FCS 123 or Permission",Undergraduate,FALSE,2017-2018,[' fiber']
"
	FCS - Family and Consumer Sciences
",FCS 487,Community Nutrition Supervised Practice," Community nutrition supervised practice experience in WIC, Child Nutrition, wellness facilities, public health, etc. Prereq: FCS 486 and Senior standing in CPD Coreq: FCS 473 and FCS 486",Undergraduate,FALSE,2017-2018,[' nutri']
"
	FCS - Family and Consumer Sciences
",FCS 488,Management Supervised Practice II,Supervised practice with dietitians and employees in school and hospital food service settings in Idaho or Washington. Prereq: FCS 387 and Senior Standing in CPD,Undergraduate,FALSE,2017-2018,"[' diet', 'food']"
"
	FISH - Fishery Resources
",FISH 202,Fish 202  Fish & Wildlife Applications II,"of courses will introduce students to research questions and methods in fish and wildlife sciences, the culture and organization of potential state, federal and tribal employers and management challenges for fish and wildlife. The course will include an experiential learning field trip. Prereq: NR 101 or Permission",Undergraduate,FALSE,2017-2018,[' fish']
"
	FISH - Fishery Resources
",FISH 481,Ichthyology,"Anatomy, taxonomy, physiology, genetics and zoogeography of fishes. Three lectures and one 3-hr lab per week. (Spring only). Prereq: Biol 114 and Biol 115, and Biol 213 or instructor permission",Undergraduate,TRUE,2017-2018,[' fish']
"
	FISH - Fishery Resources
",FISH 498,Internship,The internship serves to provide hands on experience for students interested in fisheries and aquaculture. Prereq: Instructor permission,Undergraduate,FALSE,2017-2018,"[' aquaculture', ' fish']"
"
	FISH - Fishery Resources
",FISH 501,Seminar,"Major philosophy, management, and research problems of wildlands; presentation of individual studies on assigned topics. Graded P (pass)/F (fail). Prereq: Permission",Graduate,FALSE,2017-2018,['land']
"
	FISH - Fishery Resources
",FISH 516,"Animal Movement, Dispersal and Migration"," Key theories and approaches for studying animal movement and dispersal in aquatic, marine and terrestrial environments, with critical analysis of empirical examples. Students are expected to develop an independent research project.",Graduate,FALSE,2017-2018,[' animal']
"
	FISH - Fishery Resources
",FISH 540,Wetland Restoration,Prereq: Biol 114 and Biol 115; and For 221 or Biol 314 or Permission,Graduate,FALSE,2017-2018,['land']
"
	FLEN - Foreign Language--English
",FLEN 326,Chinese Cinema in Translation,"This course introduces students to China and Chinese culture through the lens of Chinese cinema. This class covers the major landmarks in Chinese film history and will help familiarize students with representative movements, directors, actors and actresses in the Chinese film industry. Students will also be introduced to basic Chinese phrases and concepts that will help further their appreciation of Chinese culture and artistic traditions. This course is taught in English.",Undergraduate,FALSE,2017-2018,['land']
"
	FLEN - Foreign Language--English
",FLEN 396,Ecuador/Amazon/Galapagos,"Analysis of Ecuadorian and Andean culture through classes, service-learning projects in Quito, living with a host family, and studying biodiversity and ecotourism in the Amazon Rainforest and on the GalÃ¡pagos Islands.",Undergraduate,FALSE,2017-2018,['land']
"
	FOR - Forest Resources
",FOR 210,Winter Harvesting,"This is an introduction to chainsaw safety and operation, precision timber falling, and winter harvesting methods taught as an intermediate-level forestry field practicum during the final week of winter break. All day classes take place on the University of Idaho Experimental Forest. Safety instruction covers methods taught in state and federal land agencies and other popular faller safety programs. Prereq: Instructor Permission",Undergraduate,FALSE,2017-2018,"['harvest', 'land']"
"
	FOR - Forest Resources
",FOR 255,Nursery Irrigation and Fertilization,An introduction to nursery irrigation and fertilization practices commonly found in forest tree seedling and native plant nurseries. This course aims to provide some of the important theory behind the practices used every day in successful crop production. The course will be taught by faculty and staff at the UI Pitkin Forest Nursery and managed as part of the annual Position Description process. The course is developed and is presently offered online.,Undergraduate,FALSE,2017-2018,"['crop', ' irrigat', ' nursery ', ' seed']"
"
	FOR - Forest Resources
",FOR 310,Indigenous Culture and Ecology,"Students will explore how both endemic plant and animal species and native culture have been impacted by non- native species. A roughly 10 day field trip to remote communities requires active and effective participation, hands-on projects are conducted in those communities based on preparatory materials, and a there is a major presentation for Idaho stakeholders upon completion of the field trip.",Undergraduate,FALSE,2017-2018,[' animal']
"
	FOR - Forest Resources
",FOR 375,Introduction to Spatial Analysis for Natural Resource Management,"Methods and techniques for obtaining quantitative and qualitative geospatial information from aerial and satellite images, maps, and the Global Positioning System for input into geographic information systems. Analysis of geospatial data for mapping, monitoring and planning associated with all aspects of natural resource management. Two lec and one 2-hr lab a wk. Prereq: College Algebra",Undergraduate,TRUE,2017-2018,['geospatial']
"
	FOR - Forest Resources
",FOR 425,Forest and Soil Nutrient Cycling,"Forest nutrient management requires an understanding of biogeochemical cycles relevant to forest ecosystems including inputs of plant nutrients from the atmosphere and lithosphere, accumulation by vegetation, soil cycling, processes, and losses to the atmosphere and hydrosphere.  Two 1-hr lectures and with a 3-hr lab.
",Undergraduate,TRUE,2017-2018,"[' nutri', ' soil']"
"
	FOR - Forest Resources
",FOR 433,Fire and Fuel Modeling,"Learn to use and critically evaluate spatial fire behavior prediction systems, with attention to assumptions, uncertainty, sensitivity, and probability analysis. Topics include fuels classification systems, scale considerations, thematic mapping, and GIS overlay analysis, and how to access on-line geospatial data and decision-support tools. Read and discuss primarily literature on quantitative spatial analysis in fire science, engage in hands-on laboratory exercises, and prepare written reports comparing management alternatives with regards to fire behavior, fire effects, and ecological departure. Prereq: For 375, Geog 385, or Permission Coreq: For 450",Undergraduate,TRUE,2017-2018,['geospatial']
"
	FOR - Forest Resources
",FOR 451,Fuels Inventory and Management," Tools, quantitative analysis, and approaches for inventory and management of fuels for wildland fires over large, diverse areas in forests, woodlands, shrubland, and grasslands. Critically review and synthesize relevant scientific literature. Prereq: For 375, REM 144 and For 274 or REM 411",Undergraduate,FALSE,2017-2018,['land']
