Department Name,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
History (HIST),HIST 587,- History of Africa from the Earliest Times to 1870,"
This survey course introduces students to the major landmarks in the making of African history and societies from the earliest times to 1870 AD. Beginning with the dual premises that Africa is the birthplace of both the human species as well as some of the oldest and most varied civilizations in the world, the course examines the early civilizations of both Egypt and the Nile Valley, the development and of the Swahili culture, the Sudanese and forest empires, religious beliefs and the moral order, gender and class, warfare and diplomacy, the advent and impact of Islam and Christianity, migrations and cultural formations in central and southern Africa, commerce, and encounters with Europe, slavery and the Trans-Atlantic slave trade, and the end of formal African independence. Films and other visuals are streamed to supplement the readings. No pre-requisite required. Course meets the History major requirements for Group III.
",Undergraduate,FALSE,2017-2018,"['land', ' slavery ']"
History (HIST),HIST 611,- Civil War Era,"
 Surveys the period from the presidency of Andrew Jackson to the end of the Reconstruction. Focuses on causes, course, and consequences of the Civil War. Topics include slavery in the Old South, antebellum reform movements, creation and breakdown of the Second Party System, social and economic (as well as military) events during the war and major developments during Reconstruction after the war. Course meets History major requirement for Group I.
",Undergraduate,FALSE,2017-2018,[' slavery ']
History (HIST),HIST 612,- Emergence of Industrial America,"
 Investigates the economic transformation of 19th-century America from a rural, agricultural society to an urban, industrial one. Explores the sweeping economic changes and focuses on such topics as change in work and leisure, westward expansion and its effects on Native Americans, shifts in gender roles, growth of a consumer culture, rise of the labor unions, Populism, immigration, reform and regulation movements, growth of American imperialism, and intellectual developments. Course meets History major requirement for Group I.
",Undergraduate,TRUE,2017-2018,['agri']
History (HIST),HIST 621,- History of American Thought,"
This course introduces the subfields of American intellectual and cultural history by assessing the ideas of some of the brightest minds that thought about life on the land we know of as the United States of America before the middle of the nineteenth century. This course surveys more than two centuries of thinkers and their connection to America's plural and evolving popular culture. Utimately, this course seeks to answer the question: What is the history of American thought?.
",Undergraduate,FALSE,2017-2018,['land']
History (HIST),HIST 624,- Topics in Modern United States Social History,"
 Advanced study of topics in U.S. social history since the Age of Jackson. Topics will vary; may include slavery and the antebellum South, reform movements in U.S. history, family history, labor history, the impact of war on American society, race in recent U.S. history. May be repeated as topics change. Course meets the History major requirement for Group I.
",Undergraduate,TRUE,2017-2018,[' slavery ']
History (HIST),HIST 633,- Medieval England 800-1300,"
 This course provides students with an opportunity to gain an in-depth understanding of the history of medieval England from the beginning of the period of consolidation under the Wessex dynasty in the ninth-century through the end of the thirteenth century. In addition to obtaining a large corpus of information through the reading of a significant monographs dealing with England during this period, students will be challenged to develop the critical analytical skills necessary for the thorough understanding and practice of historical methodologies, with a particular focus on the practice of historical method in writing medieval history. Finally, students will be given the opportunity to improve their communications skills through extensive class discussions dealing with the scholarly works read for this course, and in writing assignments. Course meets the History major requirement for Group II.
",Undergraduate,FALSE,2017-2018,['land']
History (HIST),HIST 642,"- Saints, Sinners, and Heretics: Europe in the Age of Religious Reform ","
Examines the history of Western Christendom from roughly 1400 to 1600, a period of tumultuous religious change throughout Europe. We begin in the Middle Ages where the seeds of religious division were sown. We then tackle Martin Luther's challenge to the Catholic church, trace the diffusion of his message throughout Europe, and address the Catholic response to the evangelizing movements that he inspired. Finally we investigate some of the regional varieties of Protestantism that developed in the latter half of the sixteenth century with a particular focus on Switzerland, Germany, England, Scotland, France, and the Netherlands. Course meets the History major requirement for Group II.
",Undergraduate,FALSE,2017-2018,"['land', ' seed', ' sow']"
History (HIST),HIST 644,- Victorian Britain,"
 The Victorian Era was a time of contrasts. Queen Victoria, a monarch known for her moral strictness, sexual probity and rigid sense of decorum ruled over a vast world Empire. The streets of London, however, teemed with prostitutes, pickpockets and impoverished immigrants from Ireland, Europe and beyond, whose lives seemed untouched by either the prosperity or moral stringency that characterized the age. In this class we explore the varieties of Victorian experience both at home and in the global empire. We will examine the glittering lives of the rich as well as the 
abject poverty of the working poor and explore our own fascination with the dress, the homes, and the lives of the Victorians. Examining sources such as novels, decorative arts, corsets & bustles, Parliamentary debates, architecture, and scientific writings, we will attempt to uncover the many-faceted culture, society and political life of Victorian Britain. Course meets the History major requirement for Group II.

",Undergraduate,FALSE,2017-2018,['land']
History (HIST),HIST 662,- England in the Tudor and Stuart Periods,"
England experienced great upheaval under the Tudor and Stuart dynasties.  This course explores many of the key political, religious, social and economic changes that changed the face of England in the 16th and 17th centuries.  We will study all of the Tudor and Stuart monarchs, and we will focus particularly on the following topics:  Henry VIII, the English Reformation, Elizabeth I, Commons v. Nobility, the English Civil Wars and the execution of Charles I, the Restoration and the Glorious  Revolution.  Course meets the History requirement for Group II.
",Undergraduate,FALSE,2017-2018,['land']
History (HIST),HIST 681,- Society and Culture in 20th-Century China,"
Explores major aspects of social and cultural transformation in China from the beginning of the century, when the Qing dynasty was replaced by a Republic, to the age of globalization. Themes included the rise of citizenship and civic activism, mass culture in print media, commercial culture in advertisement and consumerism, European and Russian influences on cultural and political changes, war of resistance, refugee and social dislocation, rural transformation shaped by socialism and global market. Course meets the History major requirements for Group III.
",Undergraduate,FALSE,2017-2018,[' rural ']
History (HIST),HIST 772,- Studies in Regional Material Culture,"
Introduces the theory and methodology of material culture, that is, the study of history through the analysis of buildings, human-created landscapes, and artifacts made and used in the United States, particularly in New England. May be repeated for credit with permission of undergraduate adviser. Course meets the History major requirements for Group I.
",Graduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 410,- Introduction to Homeland Security,"
The primary focus of this course is to describe the entirety of the homeland security enterprise in the US and to survey many of the major expressions of it. This includes a history of homeland security and emergency management, the legislative and regulatory authority for homeland security, the current structure and organization to the US Department of Homeland Security, etc. In addition, specific units on emergency management, terrorism and intelligence, homeland security law and policy, transportation security issues, critical infrastructure and risk analysis and environmental security are each presented.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 455,- Introduction to Cybersecurity,"
The primary focus of HLS 455 is to provide a survey of the broad field of cybersecurity and information security/assurance. Topics will include a definition of information security, the need for information security and cybersecurity in both the public and private sectors, ethical and legal issues revolving around cybersecurity, risk management and planning, and information/cyber security technology. The role of the U.S. Department of Homeland Security (DHS) in securing the cyberspace and the nation's information-related infrastructures will also be explored.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 480,- Professional Skills in Homeland Security,"
HLS 480 prepares students to effectively enter the workforce via an internship or co-op experience. Students learn to prepare a resume and cover letter, practice interviewing, learn about how their personality matches job descriptions, search for internships, and develop an e-Portfolio that describes themselves, their professional aspirations, skills, etc. Professional ethics, decision making, organizational power, basic leadership and management principles and professionalism are discussed and illustrated.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 515,- Critical Infrastructure Security and Resilience,"
HLS 515 includes an introduction to critical infrastructure security, resilience, and risk analysis as it is conceptualized, regulated and used in the homeland security enterprise. Topics include the history and evolution of critical infrastructure protection including the composition, characteristics and risks to critical infrastructures. Public-private partnerships and sector-specific plans are examined. Resilience in a global context and risk analysis as a means by which resources and assets are allocated to critical infrastructure(s) is presented. Prereq: HLS 410, HLS 415 and HLS 455 or consent of coordinator.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 520,- Homeland Security Law and Policy,"
This course is an overview of key legal, policy, and ethical issues in the context of Homeland Security policy and practice. Students examine legal concepts regarding constitutional rights of individuals, legal process, access to courts, the law of war, and national security principles as they relate to homeland security legislation and policy initiatives. Legal principles of due process, habeas corpus, search and seizure. compulsory process, and international agreements are explored in greater depth. The law of war will be examined in the context of preemptive war and the current National Security Strategy, the status of combatants and detention, Elements of national security law, intelligence collection and sharing, the Patriot Act, and military-civilian relations, etc. Prereq: HLS 410 or consent of the instructor.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 580,- Environmental and Human Security,"
Students will learn how environmental issues may give rise to socio-political instability around the world which can become threats to US national/homeland security. This course will explore how U.S. domestic and foreign policy, and ultimately, U.S. national security, can be impacted by emergent threats to nations from environmental health issues, climate change, deforestation, infrastructure vulnerabilities, and natural resource shortages caused by rapid industrialization, population growth, and urbanization in less developed countries. In a seminar format, students and faculty will cover a variety of readings and discuss their conclusions and students will have the opportunity to lead class discussions on assigned readings.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 595,- Independent Study in Homeland Security,"
HLS 595 is an independent study in homeland security. Its main function will be to allow students to complete a 500 level homeland security course required in the major, but who are not able to take the required course when it is offered. HLS 595 can substitute for the required core course. In addition, students can also take HLS 595 as a sophomore level independent study as a variable credit course for students wanting to more deeply explore an area of interest. Prereq: Senior standing and permission. May be repeated to a maximum of 8 credits. Cr/F.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 610,- Exercise Design and Evaluation in Homeland Security,"
HLS 610 studies the role and structure of exercise design as it is applied in homeland security and emergency management. Students are introduced to the nature and characteristics of discussion and operations-based exercises and the Homeland Security Exercise Evaluation Program. The legislative and policy background of national preparedness is presented. Students complete a project and presentation that demonstrates how exercises are designed, scripted, implemented (sonducted) and evaluated. Prereq: HLS 510 and HLS 515 or consent of coordinator.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 650,- Intelligence Systems and Structures in Homeland Security,"
Intelligence is a systematic process of collection, analysis, and dissemination of information in support of national, state, and/or local policy or strategy. HLS 650 will explore the varied expressions of the intelligence community as it exists in the US. In addition, students will explore the history and development of the IC in the US, major legislative acts that led to the development of intelligence as a major function of US national security strategy. Prereq: HLS 410 or permission of instructor.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 695,- Independent Study in Homeland Security,"
HLS 695 is an independent study in homeland security. Its main function will be to allow students to complete a 600 level homeland security course required in the major, but who are not able to take the required course when it is offered. HLS 695 can substitute for the required core course. In addition, students can also take HLS 695 as a junior level independent study as a variable credit course for students wanting to more deeply explore an area of interest. Prereq: Senior standing and permission. May be repeated to a maximum of 8 credits. Cr/F.
",Undergraduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 750,- Emergent Topics in Homeland Security/Homeland Defense,"
HLS 750 will investigate the nature of strategic planning as it relates to homeland security and national security in the United States. In addition, students will explore how strategic planning relates to decision making in more stable environments as well as decision making under uncertainty. Relevant legislation and past decisions (such as the Bay of Pigs and the Cuban Missle Crisis) will be explored. In addition, the basic concepts of the techniques for strategic communication will be explored, developed, and related to decision making along with the characteristics of making high quality strategic decisions. Prereq: HLS 510 and HLS 515 or consent of instructor.
",Graduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 760,- Strategic Planning and Decision Making,"
HLS 760 investigates the nature of strategic planning as it relates to homeland security and national security in the U.S. Students explore how strategic planning relates to decision making in more stable as well as uncertain environments. Relevant legislation and past decisions (such as the Bay of Pigs and the Cuban Missle Crisis) are explored including concepts and techniques fro making high quality decisions. Strategic communication principles and techniques are presented. Prereq: HLS 510 and HLS 515 or consent of coordinator. Writing intensive.
",Graduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 770,- Internship in Homeland Security,"
HLS 770 represents the professional work experience required in the homeland security major. Students work in a professional setting for a minimum of 180 hours under the supervision of a site supervisor. All internships require students to identify and complete work on a specific project (s) approved by the HLS coordinator. Internships may be taken at any time after students have taken 30 credits of university coursework, and after completing HLS 410, HLS 455, and HLS 480. Note that students who are academically ot otherwise unable to enter into internship must take HLS 799. Prereq: HLS 410, HLS 455 and HLS 480.
",Graduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 790,- Capstone in Homeland Security,"
HLS 790 allows students to work collaboratively with an organization to identify and solve a homeland security ot emergency management challenge. Each group researches the origins of their client's challenge  and identifies applies best practices as countermeasures. Students culminate their projects with presentations to their classmates and to their clients. The expectation of this class is to develop a professional example of the student's thinking and writing to solve real security problems. Prereq: senior standing, HLS 610 and HLS 760 or consent of coordinator. Writing intensive.
",Graduate,TRUE,2017-2018,['land']
Homeland Security (HLS),HLS 795,- Independent Study in Homeland Security,"
HLS 795 is an independent study in homeland security. Its main function will be to allow students to complete a 700 level homeland security course required in the major, but who are not able to take the required course when it is offered. HLS 795 can substitute for the required core course. In addition, students can also take HLS 795 as a senior level independent study as a variable credit course for students wanting to more deeply explore an area of interest. Prereq: Senior standing and permission. May be repeated to a maximum of 8 credits. Cr/F.
",Graduate,FALSE,2017-2018,['land']
Homeland Security (HLS),HLS 799,- Thesis in Homeland Security,"
HLS 799 is an alternative professional work experience required by the homeland security major and can substitute for HLS 770. Students function fairly independently but still in regular contact with the instructor as they devise a thesis and investigate current issues or challenges to US national security. The thsis is a research paper that uses either primary or secondary data collection methods with the expectation that the project be equivalent to the 300 hours interns are obligated to work. HLS 799 is graded as Cr/F just as HLS 770.
",Graduate,FALSE,2017-2018,['land']
Horticultural Technology (HT),HT 404,- Plant Propagation,"
 Reproduction of plants for horticultural purposes by sexual and asexual methods. Seeds, cuttings, separation, division, layering, grafting, budding, and in vitro propagation. Special fee. Prereq: HORT 207 or permission. 2 lec/1 lab.
",Undergraduate,TRUE,2017-2018,[' horticult']
Horticultural Technology (HT),HT 415,- Soils and Land Use,"
 Introduction to soils with emphasis on physical, morphological, chemical, and biological characteristics and their applications in horticultural land use decisions. Includes soil genesis and classification and soil survey use. Special fee. 3 rec/1 lab/7 wks.
",Undergraduate,TRUE,2017-2018,"[' horticult', 'land', ' soil']"
Horticultural Technology (HT),HT 416,- Soils and Plant Nutrition,"
Role of nutrition in plant health care. Macro- and micro-nutrient needs, nutrition deficiency symptoms, soil testing, and fertilizer application techniques in both soil and soil-less media. Special fee. 3 rec/1 lab/7 wks.
",Undergraduate,TRUE,2017-2018,"[' fertilize', ' nutri', ' soil']"
Horticultural Technology (HT),HT 427,- Horticultural Facilities Mgmt,"
Layout, construction, management principles, and horticultural technique used on controlled growth structures, including greenhouses, cold frames, and lath houses. Includes practicum in daily operation of Thompson School horticultural facilities. Special fee.  1 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"[' greenhouse', ' horticult']"
Horticultural Technology (HT),HT 428,- Horticultural Facilities Mgmt,"
Layout, construction, management principles, and horticultural technique used on controlled growth structures, including greenhouses, cold frames, and lath houses. Includes practicum in daily operation of Thompson School horticultural facilities. Special fee. 1 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"[' greenhouse', ' horticult']"
Horticultural Technology (HT),HT 450,- Flower Show Design and Construction,"
Design, construction, and maintenance of the Thompson School horticultural exhibit at a public flower show. May be repeated. Special fee. 1 rec.
",Undergraduate,FALSE,2017-2018,[' horticult']
Horticultural Technology (HT),HT 454,- Irrigation Design,"
Design, installation, and operation of irrigation systems in the greenhouse, nursery, field crops, and landscape. Special fee. 1 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"['crop', ' greenhouse', ' irrigat', 'land']"
Horticultural Technology (HT),HT 458,- Herbaceous Ornamental Plants,"
A comprehensive study of herbaceous ornamental plants including morphology, classification, identification, and usage of common perennials, annuals, ferns, ornamental grasses, herbs, and bulbs used in the Northeast. Production, installation, and maintenance of herbaceous ornamentals is also included. Prereq: HT 405 or permission. Special fee. 1 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"[' herb', ' herba']"
Horticultural Technology (HT),HT 459,- Winter Identification of Landscape Trees in the Northeast,"
Winter landscape tree morphology and identification. This on-line course begins with introductory lectures on winter landscape tree morphology and Family characteristics. Students then learn how to identify more than 60 common deciduous landscape trees by watching videos which show each plant's winter identification characteristics. Students evaluated through on-line quizzes and a photographed twig collection. Digital camera required. No campus visit, but students need to be geographically located in the Northeast for access to trees. Prereq: FORT 461 or HT 557 or NR 425 or PBIO 566.
",Undergraduate,FALSE,2017-2018,['land']
Horticultural Technology (HT),HT 460,- Sustainable Plant Management,"
Sustainable practices and principles in selecting, establishing and maintaining woody and herbaceous plants for optimum health. Topics include planting, pruning, fertilization, pest identification, plant culture and communities.
",Undergraduate,FALSE,2017-2018,"[' herb', ' herba', ' pest']"
Horticultural Technology (HT),HT 493,- Field Operations,"
Seven-week or fourteen-week modules of field experience in selected areas of horticulture under the supervision of an appropriate member of the faculty/staff.  A student may enroll in two modules per term. A) Floriculture; B) Floral Design; C) Nursery and Garden; D) Landscape; E) Horticultural Therapy. Special fee. Prereq: permission of instructor and student's adviser.
",Undergraduate,FALSE,2017-2018,[' horticult']
Horticultural Technology (HT),HT 494,- Field Operations,"
Seven-week or fourteen-week modules of field experience in selected areas of horticulture under the supervision of an appropriate member of the faculty/staff. A student may enroll in two modules per term. A) Floriculture; B) Floral Design; C) Nursery and Garden; D) Landscape; E) Horticultural Therapy. Special fee. Prereq: permission of instructor and student's adviser.
",Undergraduate,FALSE,2017-2018,[' horticult']
Horticultural Technology (HT),HT 529,- Horticultural Facilities Mgmt,"
 Layout, systems, construction, management principles, and horticultural techniques used in controlled growth structures, including greenhouses, propagation houses and beds, cold frames, hoop houses, and lath houses. Includes practicum in daily operation of Thompson School horticultural facilities, with second-year focus on scheduling and supervision. 2 lab.
",Undergraduate,TRUE,2017-2018,"[' greenhouse', ' horticult']"
Horticultural Technology (HT),HT 530,- Horticultural Facilities Mgmt,"
Layout, systems, construction, management principles, and horticultural techniques used in controlled growth structures, including greenhouses, propagation houses and beds, cold frames, hoop houses, and lath houses. Includes practicum in daily operation of Thompson School horticultural facilities, with second-year focus on scheduling and supervision. 2 lab.
",Undergraduate,TRUE,2017-2018,"[' greenhouse', ' horticult']"
Horticultural Technology (HT),HT 551,- Introduction to Design Communication,"
 Introduction to methods of communicating garden and landscape design. Lab work covers selected 2-D and 3-D tools and techniques, including instrumental drawing, modeling, and computer-aided drafting and design (CADD). Special fee. Prereq: TSAS 205, Computers in the Workplace. 1 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"['garden', 'land']"
Horticultural Technology (HT),HT 553,"- ""Pond-less"" Water Feature Design and Installation ","
A major trend in landscape design is the use of water features that range from simple recirculating pond to major waterfalls and fountains. Class starts with the design principles of ""pond-less"" features and expands to proper installation techniques. Determining water flow, recirculation rates, appropriate pump requirements and filter techniques are critical to a fully functioning feature. Explore differences between ""pond-less"" and eco-system ponds. Class culminates in the design and installation of a complete system.
",Undergraduate,FALSE,2017-2018,['land']
Horticultural Technology (HT),HT 554,- Sustainable Irrigation and Rain Harvesting,"
As identifying water resources becomes ever more critical, students learn how to efficiently irrigate the landscape using low volume irrigation with harvested rainwater as the water source. Course focuses on proper design concepts of low volume irrigation as well as the design of rainwater storage systems. Includes developing site plans, identifying soil types and determining plant material to be irrigated. Learn about flow rates, water pressure and the technical components required for a complete system.
",Undergraduate,FALSE,2017-2018,"['harvest', ' irrigat', 'land', ' soil']"
Horticultural Technology (HT),HT 555,- Landscape Lighting Design and Installation,"
Creating outdoor ""rooms"" is a hot trend in landscaping. Class starts with design elements that are functional, aesthetically pleasing while minimizing light pollution and electrical usage. Learn various lighting options from LED to other low-voltage systems and their unique technical installation requirements plus how to prepare a good cost estimate. Landscape lighting provides exterior security, comfort and adds visually to the landscape canvas for both private and commercial properties.
",Undergraduate,FALSE,2017-2018,['land']
Horticultural Technology (HT),HT 557,- Woody Landscape Plants,"
Identification, morphology and classification of Woody Plant Materials of importance in ornamental horticulture in the Northeast including deciduous and evergreen trees, shrubs, vines and groundcovers. Woody plant selection for landscape situations. Special fee. Prereq: HT 405. 2 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"[' horticult', 'land']"
Horticultural Technology (HT),HT 563,- Landscape Construction,"
Materials and methods of landscape construction: grading and drainage, site preparation, transplanting, turf installation, pavements, walls, and retaining walls, wood structures. Introduction to construction drawings, specifications, estimating, and bidding. Special fee. Prereq: HT 405, 215. 4 lec.
",Undergraduate,FALSE,2017-2018,"['land', ' transplant']"
Horticultural Technology (HT),HT 565,- Turf Management,"
An introductory look at turf grass management; turf grass culture and physiology; identifying cool-season grasses; identifying and controlling turt grass pests (insect, diseases and weeds); controlling pests using traditional, biological and integrated (IPM) practices; establishing cool-season grasses; seed and sod installation; fertilization practices will be covered.
",Undergraduate,FALSE,2017-2018,"[' pest', ' seed', ' weed']"
Horticultural Technology (HT),HT 566,- Garden Design and Culture,"
What makes a garden inviting and sustainable? Explore elements of design then learn how to design and install a variety of gardens that are attractive, integrate with the surrounding environment/ecosystem, and require minimal inputs of time, water, and nutrition. Course emphasizes the selection of native and low maintenance plants. Projects include residential landscape plantings and specialty gardens such as water, rock, rain and themed gardens. Cost estimation and business management considerations also introduced.
",Undergraduate,FALSE,2017-2018,"['garden', 'land', ' nutri']"
Horticultural Technology (HT),HT 572,- Landscape Design Studio,"
Principles of residential and commercial landscape design: site analysis, spatial organization, graphics and drafting, use of landscape fixtures and plant materials, final plans and specifications, cost estimates. Special fee. Prereq: HT 257 and HT 563. 2 lec/4-hr lab.
",Undergraduate,TRUE,2017-2018,['land']
Horticultural Technology (HT),HT 575,- Hydroponics,"
Production of hydroponic crops in the greenhouse, focusing on systems management, plant nutritional management, crop types and production schedules. Includes lab in Thompson School production greenhouse ranage. Special fee. Prereq: HT 407 Plant Structure and Functioning or equivalent.
",Undergraduate,TRUE,2017-2018,"['crop', ' greenhouse', ' hydroponic', ' nutri']"
Horticultural Technology (HT),HT 576,- Greenhouse Crop Production,"
All aspects of production of floriculture and food crops in the greenhouse for the spring season. Includes lab in our production greenhouse range. Special fee.
",Undergraduate,TRUE,2017-2018,"['crop', 'floricultur', 'food', ' greenhouse']"
Horticultural Technology (HT),HT 585,- Fruit and Vegetable Production,"
Tree fruits (apple, pears, and peaches) small fruits (strawberries, raspberries, grapes and blueberries) and vegetables grown in New England will be covered. Information will emphasize the growing, maintenance and the marketing of fruits and vegetables from the garden center perspective. Special fee. 2 lec/1 lab.
",Undergraduate,TRUE,2017-2018,"['berries', ' fruit', 'garden', ' grape', 'land', ' peach', ' pear', ' vegetable']"
Horticultural Technology (HT),HT 591,- Studies,"
Students who have the ability and adequate preparation to work independently may propose a contract to design a course or research project on a new topic not available through existing course offerings. The purpose of this research is to explore new areas in the student's field of study or to pursue course material in greater depth. Work is supervised by an appropriate faculty/staff member and credit varies depending on the proposed project/research. Areas may include floriculture, floral design, nursery, landscape, and horticultural therapy. Permission required. Course may be repeated up to a maximum of 6 credits.
",Undergraduate,TRUE,2017-2018,"['floricultur', ' horticult', 'land']"
Horticultural Technology (HT),HT 592,- Studies,"
Students who have the ability and adequate preparation to work independently may propose a contract to design a course or research project on a new topic not available through existing course offerings. The purpose of this research is to explore new areas in the student's field of study or to pursue course material in greater depth. Work is supervised by an appropriate faculty/staff member and credit varies depending on the proposed project/research. Areas may include floriculture, floral design, nursery, landscape, and horticultural therapy. Permission required. Course may be repeated up to a maximum of 6 credits.
",Undergraduate,TRUE,2017-2018,"['floricultur', ' horticult', 'land']"
Horticultural Technology (HT),HT 597,- Horticultural Work Experience,"
 A guided work experience in a student-selected area of horticulture, providing both a broad overview and a detailed understanding of work in the field. Contracting with an employer for 480 hours of career-oriented work, the student is assigned a wide variety of duties and responsibilities typical of that business or organization. Students maintain a detailed reflective journal of the experience, a portfolio-based summary report, and thorough self-evaluations. Cr/F.
",Undergraduate,FALSE,2017-2018,[' horticult']
Hospitality Management (HMGT),HMGT 401,- Introduction to the Hospitality Industry,"
 Review the broad spectrum of the hospitality industry from an historical perspective, in concert with current history, trends, and challenges presented by notable industry executives. Distinguished guests represent all segments of the hospitality industry plus selected allied support businesses. Industry segments include, but are not limited to, hotels and lodging, restaurant and food service, travel and tourism, conferences and conventions, casinos and gaming, clubs and resorts, health care and senior living, franchising and entrepreneurship, and technology support. Writing intensive.
",Undergraduate,FALSE,2017-2018,"['food', ' hospitality ', ' restaurant']"
Hospitality Management (HMGT),HMGT 403,- Introduction to Food Management,"
Designed to introduce the student to the fundamental components of food production principles and to some basic management skills. The subject matter is presented through classroom lectures, interactive electronic instruction, guest lectures, and food production labs, including the Hospitality Management Department's Gourmet Dinner Progam.
",Undergraduate,TRUE,2017-2018,['food']
Hospitality Management (HMGT),HMGT 405,- Introduction to Food and Service Management,"
This course is designed to build knowledge and experience in food and service management. Basic principles of foodservice management and their application to menu development, food safety, procurement, equipment usage and identification, customer service, marketing, leadership, human resources, and finance are covered during this course. Laboratory experience in both front and back of the house will provide hands-on experience in basic understanding of how a kitchen operates and dining room service. Training in Safe Food Handling, and Alcohol Services leads to Certification.
",Undergraduate,FALSE,2017-2018,"['food', ' kitchen', ' menu']"
Hospitality Management (HMGT),HMGT 570,- International Food and Culture,"
This course explores multiple world cultures using food, language, religion, geography, communication, politics, among other attributes, and compares/contrasts with our own diverse cultures here in the United States. Learn why we eat what we eat, when, and how. Food is a critical component across the world's many different cultures and this course will investigate how they are viewed by persons of different backgrounds. The course will leave you with an expanded understanding and appreciation of why and how persons from diverse cultures with varying backgrounds approach their food and beverage needs differently. Laboratory experience in cooking international cuisine. Inquiry Attribute, World Culture, Writing intensive.
",Undergraduate,FALSE,2017-2018,"[' cuisine', ' eat ', 'food']"
Hospitality Management (HMGT),HMGT 600,- Hospitality Marketing Management,"
 Students apply basic marketing principles to the competitive environment of service businesses, such as hotels, restaurants, and other hospitality firms. Strong emphasis on consumer behavior, services management theory, and the hospitality marketing mix as they relate to service firms of all types. Course material is presented through a variety of techniques: case studies, lectures, guest speakers, team projects, and written assignments. Prereq: HMGT 401. Pre- or Coreq:HMGT 554. Writing intensive.
",Undergraduate,FALSE,2017-2018,"[' hospitality ', ' restaurant']"
Hospitality Management (HMGT),HMGT 618,- Uniform Systems for the Hospitality Industry,"
 Following a review of financial statements and an introduction to the Uniform System of Accounts for Hotels and Restaurants, students learn specific applications of managerial accounting and decision support systems for the hospitality industry. Topics include cash flow analysis, cost management, cost-volume-profit analysis, pricing models, budgeting, and forecasting. Students develop an understanding of computer software and back-and front-office computer systems as they relate specifically to the hospitality industry. Lectures, computer exercises, and papers. Prereq: ADMN 502.
",Undergraduate,FALSE,2017-2018,[' hospitality ']
Hospitality Management (HMGT),HMGT 625,- Hospitality and Employment Law,"
 Tort and contract liability in the hospitality industry. Emphasizes a managerial approach to solving or avoiding potential problems including employment law issues that arise in any business environment: wrongful termination, compensation rules, affirmative action, employment discrimination, sexual harassment, and issues involving privacy in the workplace. Looks at numerous State and Federal Agencies with which Hospitality business must work. Examines key forms of ownership in terms of taxes, risks and rewards. Prereq: junior standing.
",Undergraduate,FALSE,2017-2018,[' hospitality ']
Hospitality Management (HMGT),HMGT 635,- Hospitality Human Resource Management,"
 Addresses key hospitality resource management issues of a general, technical, and social nature including communication, motivation and leadership, job stress and safety, security, government regulations, discrimination, and substance abuse. Covers technical areas such as recruiting and selecting, placement, employment, training, performance appraisal, disciplining, and termination. Prereq: junior standing. Writing intensive.
",Undergraduate,FALSE,2017-2018,[' hospitality ']
Hospitality Management (HMGT),HMGT 655,- Hospitality Finance and Development,"
 Provides the advanced student with a familiarity of the principles and practices of development and acquisition of hotel, restaurant, and other hospitality businesses, and the real estate development process. Emphasizes market and financial evaluation and decision making relative to economic, ethical, legal, and social aspects of the organization's environment. Group projects involving the preparation of a complete economic feasibility study for hotel or restaurant development or acquisition or repositioning are required. Prereq: HMGT 618.
",Undergraduate,FALSE,2017-2018,"[' hospitality ', ' restaurant']"
Hospitality Management (HMGT),HMGT 667,- Adv Food/Bev Operations Mgt,"
A project management course integrating management principles and techniques in the presentation of large scale gourmet dinners. Examines services operations management: planning and forecasting, marketing and sales, production delivery systems, service encounters, technology, purchasing and inventory management, human resources, scheduling, productivity and
quality issues. Prereq:senior standing.
",Undergraduate,FALSE,2017-2018,"[' dinner', ' productivity ']"
